"from","to","weight"
"cow","frog",0.183333333333333
"cow","goat",0.243243243243243
"cow","horse",0.416107382550336
"cow","lamb",0.087378640776699
"cow","pig",0.51937984496124
"cow","sheep",0.201834862385321
"coyote","coyote",1
"coyote","gazelle",0.125
"coyote","squid",0.125
"coyote","walrus",0.0833333333333333
"crab","crab",1
"crab","lobster",0.4
"crab","oyster",0.111111111111111
"crab","skunk",0.153846153846154
"cricket","cricket",1
"cricket","crocodile",0.285714285714286
"cricket","gazelle",0.166666666666667
"cricket","ladybug",0.0909090909090909
"cricket","ostrich",0.0769230769230769
"cricket","squid",0.166666666666667
"cricket","worm",0.0833333333333333
"crocodile","crocodile",1
"crocodile","gazelle",0.142857142857143
"crocodile","ladybug",0.0833333333333333
"crocodile","ostrich",0.153846153846154
"crocodile","squid",0.142857142857143
"crocodile","worm",0.166666666666667
"crow","crow",1
"crow","gazelle",0.166666666666667
"crow","seahorse",0.125
"deer","deer",1
"deer","dog",0.253968253968254
"deer","hippo",0.157303370786517
"deer","moose",0.168831168831169
"deer","raccoon",0.153846153846154
"deer","rhino",0.0975609756097561
"deer","snake",0.217687074829932
"dinosaur","dinosaur",1
"dinosaur","oyster",0.111111111111111
"dinosaur","shrimp",0.0909090909090909
"dive","dive",1
"dive","elk",0.125
"dive","hedgehog",0.166666666666667
"dive","llama",0.0588235294117647
"dive","opossum",0.333333333333333
"dive","otter",0.142857142857143
"dive","pony",0.2
"dog","dog",1
"dog","dolphin",0.199203187250996
"dog","donkey",0.112
"dog","elephant",0.478599221789883
"dog","fish",0.581673306772908
"dog","giraffe",0.396078431372549
"dog","gorilla",0.158730158730159
"dog","hamster",0.227091633466135
"dog","hippo",0.143426294820717
"dog","horse",0.44047619047619
"dog","jaguar",0.064
"dog","kangaroo",0.0948616600790514
"dog","lion",0.583657587548638
"dog","monkey",0.450980392156863
"dog","mouse",0.396825396825397
"dog","panda",0.123015873015873
"dog","pig",0.386454183266932
"dog","platypus",0.0396825396825397
"dog","rabbit",0.24901185770751
"dog","rat",0.268774703557312
"dog","rhino",0.0916334661354582
"dog","shark",0.243027888446215
"dog","snake",0.429133858267717
"dog","spider",0.1
"dog","tiger",0.50390625
"dolphin","dolphin",1
"dolphin","fish",0.222222222222222
"dolphin","seal",0.107692307692308
"dolphin","shark",0.395061728395062
"dolphin","spider",0.134328358208955
"dolphin","whale",0.36
"donkey","donkey",1
"donkey","horse",0.184873949579832
"donkey","owl",0.135135135135135
"donkey","pig",0.115044247787611
"dragon","dragon",1
"dragon","roach",0.2
"dragon","unicorn",0.25
"duck","duck",1
"duck","goose",0.333333333333333
"duck","horse",0.125
"duck","pig",0.151785714285714
"duck","turkey",0.113636363636364
"eagle","eagle",1
"eagle","ferret",0.0555555555555556
"eagle","hamster",0.138888888888889
"eagle","pig",0.0990990990990991
"eel","eel",1
"eel","octopus",0.0769230769230769
"eel","snail",0.0714285714285714
"elephant","elephant",1
"elephant","fish",0.371287128712871
"elephant","giraffe",0.396449704142012
"elephant","monkey",0.388888888888889
"elk","elk",1
"elk","hedgehog",0.0909090909090909
"elk","opossum",0.125
"emu","emu",1
"emu","hornet",0.25
"emu","possum",0.0714285714285714
"emu","ram",0.125
"falcon","falcon",1
"falcon","gecko",0.333333333333333
"falcon","goldfish",0.166666666666667
"falcon","hawk",0.2
"falcon","octopus",0.181818181818182
"falcon","pelican",0.142857142857143
"falcon","salamander",0.333333333333333
"falcon","sloth",0.142857142857143
"falcon","squid",0.25
"falcon","vulture",0.333333333333333
"ferret","ferret",1
"ferret","gerbil",0.0454545454545455
"ferret","hamster",0.125
"ferret","tarantula",0.0625
"fish","fish",1
"fish","jellyfish",0.02
"fish","shark",0.290123456790123
"fish","turtle",0.253086419753086
"fish","whale",0.261146496815287
"flamingo","flamingo",1
"flamingo","pig",0.087378640776699
"flamingo","sheep",0.119047619047619
"fly","fly",1
"fly","ladybug",0.166666666666667
"fly","spider",0.0857142857142857
"fly","worm",0.1
"fox","fox",1
"fox","giraffe",0.115702479338843
"fox","gorilla",0.145161290322581
"fox","monkey",0.111940298507463
"fox","wolf",0.166666666666667
"frog","frog",1
"frog","horse",0.162962962962963
"gazelle","gazelle",1
"gazelle","seahorse",0.142857142857143
"gazelle","squid",0.2
"gazelle","vulture",0.25
"gazelle","walrus",0.111111111111111
"gecko","gecko",1
"gecko","octopus",0.0833333333333333
"gecko","pelican",0.142857142857143
"gecko","quail",0.333333333333333
"gecko","salamander",0.333333333333333
"gerbil","gerbil",1
"gerbil","hamster",0.135593220338983
"gerbil","rhinoceros",0.0833333333333333
"gerbil","tarantula",0.2
"giraffe","giraffe",1
"giraffe","gorilla",0.165354330708661
"giraffe","monkey",0.386503067484663
"giraffe","wolf",0.0769230769230769
"goat","goat",1
"goat","lamb",0.148936170212766
"goat","llama",0.191489361702128
"goat","pig",0.221238938053097
"goat","sheep",0.280701754385965
"goldfish","goldfish",1
"goldfish","hawk",0.285714285714286
"goldfish","toad",0.125
"goldfish","vulture",0.166666666666667
"goose","goose",1
"goose","horse",0.0894308943089431
"goose","pig",0.11214953271028
"gorilla","gorilla",1
"gorilla","kangaroo",0.112903225806452
"gorilla","koala",0.127272727272727
"gorilla","lemur",0.0612244897959184
"gorilla","leopard",0.115384615384615
"gorilla","monkey",0.296
"gorilla","platypus",0.08
"gorilla","wolf",0.0689655172413793
"grasshopper","grasshopper",1
"grasshopper","pony",0.166666666666667
"grizzly","grizzly",1
"grizzly","penguin",0.037037037037037
"grizzly","polar",0.125
"groundhog","groundhog",1
"groundhog","hedgehog",0.166666666666667
"guinea","guinea",1
"guinea","llama",0.08
"guinea","pig",0.112244897959184
"guinea","rooster",0.125
"guinea","sheep",0.1
"hamster","hamster",1
"hamster","pig",0.258064516129032
"hamster","rabbit",0.291666666666667
"hare","hare",1
"hare","ladybug",0.111111111111111
"hare","panther",0.111111111111111
"hawk","hawk",1
"hawk","sloth",0.111111111111111
"hawk","toad",0.142857142857143
"hawk","vulture",0.2
"hedgehog","hedgehog",1
"hedgehog","opossum",0.166666666666667
"hen","hen",1
"hen","peacock",0.111111111111111
"hen","pigeon",0.111111111111111
"hen","raven",0.125
"hen","swan",0.25
"hippo","hippo",1
"hippo","jaguar",0.0816326530612245
"hippo","rhino",0.196078431372549
"hippopotamus","hippopotamus",1
"hippopotamus","pelican",0.125
"hog","hog",1
"hog","liger",0.125
"hog","mountain",0.142857142857143
"hog","oyster",0.2
"hog","shrimp",0.142857142857143
"hornet","hornet",1
"hornet","ladybug",0.1
"hornet","possum",0.1
"hornet","ram",0.25
"hornet","red",0.25
"horse","horse",1
"horse","owl",0.0583333333333333
"horse","pig",0.379084967320261
"horse","snake",0.27683615819209
"human","human",1
"human","ladybug",0.0714285714285714
"human","panther",0.0714285714285714
"iguana","iguana",1
"iguana","kangaroo",0.0857142857142857
"iguana","lemur",0.105263157894737
"iguana","parrot",0.0952380952380952
"iguana","platypus",0.0952380952380952
"jaguar","jaguar",1
"jaguar","rhino",0.142857142857143
"jellyfish","jellyfish",1
"jellyfish","shark",0.0793650793650794
"jellyfish","whale",0.117647058823529
"kangaroo","kangaroo",1
"kangaroo","koala",0.119047619047619
"kangaroo","lemur",0.0882352941176471
"kangaroo","leopard",0.102564102564103
"kangaroo","monkey",0.122137404580153
"kangaroo","platypus",0.147058823529412
"kitten","kitten",1
"kitten","stingray",0.142857142857143
"koala","koala",1
"koala","leopard",0.0909090909090909
"koala","monkey",0.0852713178294574
"ladybug","ladybug",1
"ladybug","oyster",0.111111111111111
"ladybug","panther",0.0666666666666667
"ladybug","ram",0.111111111111111
"ladybug","red",0.111111111111111
"ladybug","worm",0.133333333333333
"lamb","lamb",1
"lamb","sheep",0.146341463414634
"lemur","lemur",1
"lemur","parrot",0.1
"lemur","peacock",0.0769230769230769
"lemur","platypus",0.1
"leopard","leopard",1
"liger","liger",1
"liger","mountain",0.125
"lion","lion",1
"lion","squirrel",0.204678362573099
"lion","tiger",0.659090909090909
"lion","zebra",0.372972972972973
"lizard","lizard",1
"lizard","penguin",0.114285714285714
"lizard","snake",0.23134328358209
"llama","llama",1
"llama","pig",0.106796116504854
"llama","sheep",0.113636363636364
"lobster","lobster",1
"monkey","monkey",1
"monkey","mouse",0.247191011235955
"moose","moose",1
"moose","raccoon",0.0909090909090909
"mountain","mountain",1
"mountain","shrimp",0.142857142857143
"mouse","mouse",1
"mouse","rat",0.40650406504065
"octopus","octopus",1
"octopus","salamander",0.0833333333333333
"octopus","sloth",0.214285714285714
"octopus","snail",0.0952380952380952
"octopus","vulture",0.0833333333333333
"opossum","opossum",1
"opossum","wildebeest",0.25
"os","os",1
"ostrich","ostrich",1
"ostrich","worm",0.0555555555555556
"otter","otter",1
"otter","pony",0.111111111111111
"owl","owl",1
"owl","pig",0.0769230769230769
"oyster","oyster",1
"oyster","ram",0.333333333333333
"oyster","sea",0.25
"oyster","seagull",0.142857142857143
"oyster","shrimp",0.2
"oyster","skunk",0.125
"oyster","starfish",0.111111111111111
"panda","panda",1
"panda","rabbit",0.164705882352941
"panther","panther",1
"parrot","parrot",1
"parrot","platypus",0.0909090909090909
"peacock","peacock",1
"peacock","pigeon",0.142857142857143
"peacock","platypus",0.0666666666666667
"peacock","swan",0.142857142857143
"pelican","pelican",1
"pelican","salamander",0.142857142857143
"penguin","penguin",1
"penguin","polar",0.166666666666667
"pig","pig",1
"pig","rooster",0.05
"pig","sheep",0.190909090909091
"pig","turkey",0.137254901960784
"pigeon","pigeon",1
"pigeon","platypus",0.142857142857143
"pigeon","raven",0.166666666666667
"pigeon","swan",0.142857142857143
"platypus","platypus",1
"polar","polar",1
"polar","stingray",0.0526315789473684
"pony","pony",1
"possum","possum",1
"quail","quail",1
"rabbit","rabbit",1
"raccoon","raccoon",1
"raccoon","snake",0.096
"ram","ram",1
"ram","sea",0.25
"ram","seagull",0.142857142857143
"ram","starfish",0.111111111111111
"rat","rat",1
"raven","raven",1
"raven","swan",0.166666666666667
"red","red",1
"rhino","rhino",1
"rhinoceros","rhinoceros",1
"rhinoceros","tarantula",0.166666666666667
"roach","roach",1
"roach","unicorn",0.25
"robin","robin",1
"rooster","rooster",1
"rooster","sheep",0.0810810810810811
"salamander","salamander",1
"sea","sea",1
"sea","seagull",0.125
"sea","skunk",0.111111111111111
"seagull","seagull",1
"seagull","starfish",0.166666666666667
"seahorse","seahorse",1
"seahorse","squid",0.142857142857143
"seahorse","wale",0.166666666666667
"seal","seal",1
"seal","shark",0.0921052631578947
"seal","whale",0.107692307692308
"shark","shark",1
"shark","spider",0.115384615384615
"shark","whale",0.313953488372093
"sheep","sheep",1
"shrimp","shrimp",1
"skunk","skunk",1
"sloth","sloth",1
"sloth","snail",0.125
"sloth","vulture",0.142857142857143
"snail","snail",1
"snail","vulture",0.0769230769230769
"snake","snake",1
"spider","spider",1
"squid","squid",1
"squid","vulture",0.25
"squid","wale",0.25
"squid","walrus",0.111111111111111
"squirrel","squirrel",1
"squirrel","zebra",0.17741935483871
"starfish","starfish",1
"stingray","stingray",1
"swan","swan",1
"tarantula","tarantula",1
"tiger","tiger",1
"tiger","zebra",0.341040462427746
"toad","toad",1
"toucan","toucan",1
"turkey","turkey",1
"turtle","turtle",1
"unicorn","unicorn",1
"vulture","vulture",1
"wale","wale",1
"walrus","walrus",1
"whale","whale",1
"wildebeest","wildebeest",1
"wolf","wolf",1
"worm","worm",1
"zebra","zebra",1
